ubicacion,fecha,hora,temperatura,tipo_de_clima,humedad,viento,fecha_hora,id_clima
parana,2023-11-29,04:00:00,22.5,Parcialmente nublado,84.24,0.0,2023-11-29 04:00:00,3
parana,2023-11-29,05:00:00,21.7,Parcialmente nublado,89.1,0.8,2023-11-29 05:00:00,3
parana,2023-11-29,06:00:00,21.8,Parcialmente nublado,87.82,0.6,2023-11-29 06:00:00,3
parana,2023-11-29,07:00:00,23.3,Nublado,81.24,7.7,2023-11-29 07:00:00,1
parana,2023-11-29,08:00:00,24.8,Parcialmente nublado,73.25,11.0,2023-11-29 08:00:00,3
parana,2023-11-29,09:00:00,25.1,Nublado,72.06,10.6,2023-11-29 09:00:00,1
parana,2023-11-29,10:00:00,24.9,Nublado,72.68,8.5,2023-11-29 10:00:00,1
parana,2023-11-29,11:00:00,24.8,Nublado,75.16,8.3,2023-11-29 11:00:00,1
parana,2023-11-29,12:00:00,26.4,Nublado,68.36,5.8,2023-11-29 12:00:00,1
parana,2023-11-29,13:00:00,25.9,Nublado,72.17,12.4,2023-11-29 13:00:00,1
parana,2023-11-29,14:00:00,26.6,Nublado,73.3,11.0,2023-11-29 14:00:00,1
parana,2023-11-29,15:00:00,27.2,Nublado,69.9,10.1,2023-11-29 15:00:00,1
parana,2023-11-29,16:00:00,26.7,Nublado,74.89,18.8,2023-11-29 16:00:00,1
parana,2023-11-29,17:00:00,26.0,Nublado,75.51,27.5,2023-11-29 17:00:00,1
parana,2023-11-29,18:00:00,24.3,Nublado,78.03,23.9,2023-11-29 18:00:00,1
parana,2023-11-29,19:00:00,24.2,Parcialmente nublado,78.68,24.7,2023-11-29 19:00:00,3
parana,2023-11-29,20:00:00,24.1,Parcialmente nublado,74.17,24.8,2023-11-29 20:00:00,3
parana,2023-11-29,21:00:00,23.2,Parcialmente nublado,81.38,5.4,2023-11-29 21:00:00,3
parana,2023-11-29,22:00:00,22.5,Parcialmente nublado,79.36,1.0,2023-11-29 22:00:00,3
parana,2023-11-29,23:00:00,22.4,Nublado,80.22,0.8,2023-11-29 23:00:00,1
parana,2023-11-30,00:00:00,22.8,Nublado,77.01,5.6,2023-11-30 00:00:00,1
parana,2023-11-30,01:00:00,21.6,Nublado,79.03,14.6,2023-11-30 01:00:00,1
parana,2023-11-30,02:00:00,21.5,Nublado,79.59,18.0,2023-11-30 02:00:00,1
parana,2023-11-30,03:00:00,21.3,Lluvia,80.77,18.4,2023-11-30 03:00:00,4
parana,2023-11-30,04:00:00,20.7,Parcialmente nublado,84.48,15.1,2023-11-30 04:00:00,3
parana,2023-11-30,05:00:00,20.5,Parcialmente nublado,85.42,14.1,2023-11-30 05:00:00,3
parana,2023-11-30,06:00:00,20.3,Parcialmente nublado,86.25,9.9,2023-11-30 06:00:00,3
parana,2023-11-30,07:00:00,20.8,Parcialmente nublado,86.19,10.1,2023-11-30 07:00:00,3
parana,2023-11-30,08:00:00,22.8,Parcialmente nublado,78.27,16.6,2023-11-30 08:00:00,3
parana,2023-11-30,09:00:00,24.6,Parcialmente nublado,73.85,10.8,2023-11-30 09:00:00,3
parana,2023-11-30,10:00:00,26.9,Parcialmente nublado,64.62,10.1,2023-11-30 10:00:00,3
parana,2023-11-30,11:00:00,27.7,Parcialmente nublado,65.59,9.2,2023-11-30 11:00:00,3
parana,2023-11-30,12:00:00,28.9,Parcialmente nublado,60.72,9.2,2023-11-30 12:00:00,3
parana,2023-11-30,13:00:00,29.5,Parcialmente nublado,58.89,11.3,2023-11-30 13:00:00,3
parana,2023-11-30,14:00:00,30.8,Parcialmente nublado,59.0,13.1,2023-11-30 14:00:00,3
parana,2023-11-30,15:00:00,30.6,Parcialmente nublado,59.03,18.4,2023-11-30 15:00:00,3
parana,2023-11-30,16:00:00,30.7,Parcialmente nublado,56.37,20.7,2023-11-30 16:00:00,3
parana,2023-11-30,17:00:00,30.7,Parcialmente nublado,56.04,22.3,2023-11-30 17:00:00,3
parana,2023-11-30,18:00:00,30.4,Despejado,58.32,11.7,2023-11-30 18:00:00,2
parana,2023-11-30,19:00:00,30.6,Despejado,55.43,15.6,2023-11-30 19:00:00,2
parana,2023-11-30,20:00:00,29.0,Parcialmente nublado,55.19,10.6,2023-11-30 20:00:00,3
parana,2023-11-30,21:00:00,28.4,Parcialmente nublado,58.92,5.4,2023-11-30 21:00:00,3
parana,2023-11-30,22:00:00,27.0,Despejado,64.19,9.0,2023-11-30 22:00:00,2
parana,2023-11-30,23:00:00,26.6,Despejado,72.73,14.4,2023-11-30 23:00:00,2
